date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-08-17,6.873881201108455,Shopping,Home Goods,Personal items,Target,expense,6
2024-08-19,11.71,Entertainment,Streaming,Concert,Spotify,expense,6
2024-08-20,19.34,Transportation,Uber/Lyft,Car payment,Uber,expense,6
2024-08-20,7.149337278384204,Shopping,Home Goods,Online purchase,Amazon,expense,6
2024-08-20,35.17,Bank Fee,Bank Fee,Continue never grow she save.,"Smith, Beck and Allen",expense,6
2024-08-21,11.38,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,6
2024-08-22,79.79,Healthcare,Insurance Premium,Insurance,CVS Pharmacy,expense,6
2024-08-22,24.78,Other,Other,Available or store realize.,Carter Ltd,expense,6
2024-08-23,20.09,Transportation,Car Payment,Parking fee,Metro,expense,6
2024-08-23,10.77,Entertainment,Music,Subscription,Spotify,expense,6
2024-08-23,15.28,Subscription,Subscription,Pm young.,"Thomas, Huffman and Fields",expense,6
2024-08-26,6.23,Food & Dining,Restaurants,Dinner,Safeway,expense,6
2024-08-26,95.94,Utilities,Gas,Electric bill,AT&T,expense,6
2024-08-26,37.4,Bank Fee,Bank Fee,Particularly interest enjoy throughout cultural.,Powell and Sons,expense,6
2024-08-27,9.2,Entertainment,Streaming,Subscription,Netflix,expense,6
2024-08-28,17.17844263737851,Shopping,Personal Care,Personal items,Amazon,expense,6
2024-08-29,680.62,Housing,Rent,Mortgage payment,Bank of America,expense,6
2024-08-31,110.87,Utilities,Phone,Internet bill,PG&E,expense,6
2024-08-31,42.64,Bank Fee,Bank Fee,Plan purpose put take.,Garcia PLC,expense,6
2024-09-01,1803.2,Salary,Salary,Monthly salary payment,Finance Inc,income,6
2024-09-01,1270.15,Freelance,Freelance,Freelance project payment,Client B,income,6
2024-09-02,30.27,Other,Other,In conference appear modern.,Ball-Malone,expense,6
2024-09-03,698.69,Housing,Mortgage,Mortgage payment,Wells Fargo,expense,6
2024-09-03,11.35,Entertainment,Music,Subscription,Steam,expense,6
2024-09-06,29.27,Transportation,Public Transit,Parking fee,Uber,expense,6
2024-09-06,47.66,Bank Fee,Bank Fee,Floor area second.,Knight Ltd,expense,6
2024-09-06,22.02,Subscription,Subscription,People policy factor agreement.,Wallace-Park,expense,6
2024-09-07,30.5,Transportation,Gas,Gas fill-up,Uber,expense,6
2024-09-07,81.56,Utilities,Gas,Electric bill,Verizon,expense,6
2024-09-08,9.38,Subscription,Subscription,Option middle involve.,Burgess LLC,expense,6
2024-09-09,16.377115867121784,Shopping,Books,Online purchase,Amazon,expense,6
2024-09-10,85.63,Healthcare,Doctor Visit,Prescription,Kaiser Permanente,expense,6
2024-09-11,180.96,Travel,Flights,Hotel stay,Marriott,expense,6
2024-09-12,24.340300646547973,Shopping,Home Goods,Online purchase,Best Buy,expense,6
2024-09-13,15.95,Food & Dining,Fast Food,Grocery shopping,Whole Foods,expense,6
2024-09-13,6.18,Entertainment,Sports,Subscription,Steam,expense,6
2024-09-15,1693.47,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-09-16,41.17,Other,Other,Day thank.,Wood Ltd,expense,6
2024-09-17,14.5,Food & Dining,Coffee,Coffee,Uber Eats,expense,6
2024-09-17,23.614098261002816,Shopping,Electronics,Retail shopping,Best Buy,expense,6
2024-09-19,91.52,Utilities,Water,Phone bill,AT&T,expense,6
2024-09-19,17.67927186878896,Shopping,Personal Care,Retail shopping,Amazon,expense,6
2024-09-21,115.07,Utilities,Gas,Phone bill,Comcast,expense,6
2024-09-22,79.49,Healthcare,Dental,Insurance,Kaiser Permanente,expense,6
2024-09-23,10.066667551350086,Shopping,Personal Care,Retail shopping,Amazon,expense,6
2024-09-24,13.52,Food & Dining,Groceries,Coffee,Whole Foods,expense,6
2024-09-24,12.5,Food & Dining,Fast Food,Lunch,Uber Eats,expense,6
2024-09-25,2.66,Entertainment,Sports,Subscription,AMC Theaters,expense,6
2024-09-29,9.67,Transportation,Gas,Parking fee,Honda Finance,expense,6
2024-09-30,9.32,Entertainment,Gaming,Subscription,Steam,expense,6
2024-09-30,56.74,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,6
2024-10-01,1682.26,Salary,Salary,Monthly salary payment,Healthcare LLC,income,6
2024-10-01,713.85,Housing,HOA Fees,Rent payment,Bank of America,expense,6
2024-10-02,28.21,Bank Fee,Bank Fee,Eat learn occur often from.,Martin-Long,expense,6
2024-10-03,23.02,Food & Dining,Coffee,Dinner,Starbucks,expense,6
2024-10-04,13.51,Food & Dining,Coffee,Lunch,Starbucks,expense,6
2024-10-05,11.38,Transportation,Uber/Lyft,Gas fill-up,Metro,expense,6
2024-10-06,44.72,Other,Other,Economy person opportunity audience.,Roberson-Montes,expense,6
2024-10-07,15.86,Food & Dining,Restaurants,Lunch,McDonalds,expense,6
2024-10-07,17.84,Shopping,Electronics,Retail shopping,CVS,expense,6
2024-10-07,57.57,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,6
2024-10-10,3.45,Shopping,Electronics,Personal items,Amazon,expense,6
2024-10-10,24.68,Subscription,Subscription,Family also where.,"Martinez, Gonzales and Savage",expense,6
2024-10-11,6.21,Entertainment,Sports,Subscription,Netflix,expense,6
2024-10-12,5.5,Other,Other,Serve data more.,"Turner, Chen and Walker",expense,6
2024-10-13,45.37,Other,Other,Every middle attorney.,"Chen, Scott and Rogers",expense,6
2024-10-14,5.41,Entertainment,Streaming,Subscription,AMC Theaters,expense,6
2024-10-14,3.55,Entertainment,Movies,Movie tickets,Netflix,expense,6
2024-10-15,1742.1,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-10-15,8.36,Transportation,Gas,Gas fill-up,Uber,expense,6
2024-10-15,11.55,Entertainment,Music,Subscription,Steam,expense,6
2024-10-16,29.37,Transportation,Public Transit,Car payment,Chevron,expense,6
2024-10-16,44.41,Bank Fee,Bank Fee,Size television leave.,Lynch-Hanson,expense,6
2024-10-18,6.74,Food & Dining,Fast Food,Lunch,Whole Foods,expense,6
2024-10-18,74.16,Utilities,Internet,Phone bill,Comcast,expense,6
2024-10-19,25.85,Subscription,Subscription,Picture my understand into.,Brown-Rivera,expense,6
2024-10-20,7.61,Transportation,Uber/Lyft,Car payment,Metro,expense,6
2024-10-20,42.74,Bank Fee,Bank Fee,More me network garden.,Freeman-Parks,expense,6
2024-10-21,12.15,Food & Dining,Coffee,Dinner,Whole Foods,expense,6
2024-10-22,80.69,Healthcare,Doctor Visit,Prescription,Dental Associates,expense,6
2024-10-24,7.96,Transportation,Public Transit,Car payment,Uber,expense,6
2024-10-24,113.3,Utilities,Phone,Internet bill,AT&T,expense,6
2024-10-24,38.18,ATM Fee,ATM Fee,Dinner number part available million.,Maddox-Hanson,expense,6
2024-10-25,24.63,Other,Other,Through again collection seven.,Werner LLC,expense,6
2024-10-26,32.72,Transportation,Gas,Parking fee,Lyft,expense,6
2024-10-26,286.33,Travel,Car Rental,Vacation expense,Hertz,expense,6
2024-10-26,47.01,Bank Fee,Bank Fee,Bar small task vote catch.,Kelly-Murphy,expense,6
2024-10-26,47.65,ATM Fee,ATM Fee,Old western break use.,"Chang, Johnson and Fuentes",expense,6
2024-10-26,41.54,Other,Other,Eat including factor follow.,Walker-Riley,expense,6
2024-10-28,9.85,Entertainment,Sports,Movie tickets,Spotify,expense,6
2024-10-29,6.81,Shopping,Home Goods,Online purchase,Amazon,expense,6
2024-10-30,7.27,Entertainment,Streaming,Subscription,Steam,expense,6
2024-10-31,718.73,Housing,Property Tax,Property maintenance,Wells Fargo,expense,6
2024-10-31,14.79,ATM Fee,ATM Fee,Fill ok stay whom.,Sharp-Taylor,expense,6
2024-11-01,1688.89,Salary,Salary,Monthly salary payment,Tech Corp,income,6
2024-11-01,1836.41,Freelance,Freelance,Freelance project payment,Upwork,income,6
2024-11-02,21.43,Other,Other,Main prepare think carry.,Brown-Jackson,expense,6
2024-11-03,16.348038593674243,Food & Dining,Groceries,Lunch,Starbucks,expense,6
2024-11-03,11.61,Entertainment,Music,Movie tickets,Spotify,expense,6
2024-11-03,8.31,Entertainment,Sports,Concert,Netflix,expense,6
2024-11-03,28.3,ATM Fee,ATM Fee,Set staff plant white edge.,Mccoy and Sons,expense,6
2024-11-05,21.042074746011522,Shopping,Electronics,Online purchase,Best Buy,expense,6
2024-11-06,728.54,Housing,Maintenance,Property maintenance,Home Depot,expense,6
2024-11-08,10.29,Transportation,Uber/Lyft,Car payment,Uber,expense,6
2024-11-09,61.35,Healthcare,Pharmacy,Prescription,Dental Associates,expense,6
2024-11-11,18.49,Transportation,Car Payment,Parking fee,Metro,expense,6
2024-11-11,82.86,Utilities,Phone,Electric bill,PG&E,expense,6
2024-11-12,30.10205103972893,Shopping,Personal Care,Online purchase,Target,expense,6
2024-11-13,700.71,Housing,HOA Fees,Property maintenance,Landlord,expense,6
2024-11-13,10.2,Entertainment,Streaming,Concert,Spotify,expense,6
2024-11-13,11.369213436164692,Shopping,Clothing,Online purchase,Walgreens,expense,6
2024-11-15,1759.56,Salary,Salary,Monthly salary payment,Healthcare LLC,income,6
2024-11-17,703.59,Housing,HOA Fees,Mortgage payment,Landlord,expense,6
2024-11-17,24.645091311774834,Food & Dining,Delivery,Dinner,Safeway,expense,6
2024-11-17,26.8663233241725,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,6
2024-11-17,3.52,Entertainment,Gaming,Subscription,Spotify,expense,6
2024-11-17,16.240118873306024,Shopping,Personal Care,Personal items,Macys,expense,6
2024-11-18,93.38,Utilities,Phone,Internet bill,PG&E,expense,6
2024-11-18,4.55,Entertainment,Movies,Concert,AMC Theaters,expense,6
2024-11-18,56.75,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,6
2024-11-22,20.883669097570174,Shopping,Electronics,Retail shopping,Macys,expense,6
2024-11-23,74.07,Healthcare,Doctor Visit,Prescription,Dental Associates,expense,6
2024-11-24,18.15377429315476,Food & Dining,Restaurants,Coffee,Chipotle,expense,6
2024-11-24,17.5,Transportation,Uber/Lyft,Parking fee,Lyft,expense,6
2024-11-24,23.01,Transportation,Public Transit,Car payment,Chevron,expense,6
2024-11-25,19.61,Other,Other,Likely stock probably debate.,Pratt-Mcintosh,expense,6
2024-11-27,8.33,Entertainment,Movies,Movie tickets,Spotify,expense,6
2024-11-28,12.018887726445104,Food & Dining,Coffee,Grocery shopping,Starbucks,expense,6
2024-11-28,25.94125492457785,Shopping,Clothing,Personal items,Walgreens,expense,6
2024-11-28,9.9,Other,Other,Car beyond.,Perez and Sons,expense,6
2024-11-29,12.55,ATM Fee,ATM Fee,View industry summer phone.,Thornton and Sons,expense,6
2024-12-01,1743.92,Salary,Salary,Monthly salary payment,Finance Inc,income,6
2024-12-02,15.588816261364112,Food & Dining,Fast Food,Grocery shopping,Uber Eats,expense,6
2024-12-03,73.23,Utilities,Electric,Electric bill,Verizon,expense,6
2024-12-03,32.35,Other,Other,Act information build.,Smith LLC,expense,6
2024-12-05,42.17,ATM Fee,ATM Fee,Employee visit fine.,Baker-Robinson,expense,6
2024-12-07,27.373325336590085,Food & Dining,Restaurants,Grocery shopping,DoorDash,expense,6
2024-12-08,82.18,Healthcare,Dental,Doctor visit,Kaiser Permanente,expense,6
2024-12-11,34.61,Transportation,Gas,Gas fill-up,Shell,expense,6
2024-12-13,9.91,Entertainment,Music,Movie tickets,PlayStation Store,expense,6
2024-12-13,12.77,Entertainment,Streaming,Subscription,AMC Theaters,expense,6
2024-12-14,9.89,Entertainment,Sports,Movie tickets,Steam,expense,6
2024-12-15,1762.97,Salary,Salary,Monthly salary payment,Finance Inc,income,6
2024-12-16,31.486350369908607,Shopping,Electronics,Online purchase,Walgreens,expense,6
2024-12-17,28.58887046078358,Food & Dining,Groceries,Dinner,Starbucks,expense,6
2024-12-17,6.98,Entertainment,Gaming,Subscription,PlayStation Store,expense,6
2024-12-17,22.15,Other,Other,Again step trip.,Williams Ltd,expense,6
2024-12-19,12.83,Transportation,Uber/Lyft,Gas fill-up,Chevron,expense,6
2024-12-20,5.124131463172499,Shopping,Books,Retail shopping,Walgreens,expense,6
2024-12-22,689.47,Housing,Property Tax,Property maintenance,Wells Fargo,expense,6
2024-12-23,14.77,Bank Fee,Bank Fee,Test scientist indeed apply project.,White-Ross,expense,6
2024-12-24,19.244717126332613,Shopping,Home Goods,Retail shopping,Walgreens,expense,6
2024-12-26,10.44,ATM Fee,ATM Fee,Agreement story he though.,"Moore, Freeman and Burke",expense,6
2024-12-27,15.56,Transportation,Uber/Lyft,Car payment,Chevron,expense,6
2024-12-27,36.2,Subscription,Subscription,Less decide peace.,Bolton-Wagner,expense,6
2024-12-29,34.55,Transportation,Public Transit,Car payment,Metro,expense,6
2024-12-31,72.38,Utilities,Electric,Electric bill,Verizon,expense,6
2024-01-01,6215.07,Salary,Salary,Monthly salary payment,Tech Corp,income,7
2024-01-03,62.09,Shopping,Electronics,Retail shopping,Macys,expense,7
2024-01-03,20.15,Other,Other,Beat want.,Rhodes Ltd,expense,7
2024-01-04,11.94,ATM Fee,ATM Fee,Authority wish.,"Mullins, Golden and Reyes",expense,7
2024-01-05,49.86,Shopping,Personal Care,Retail shopping,Macys,expense,7
2024-01-06,7.54,Entertainment,Movies,Concert,Spotify,expense,7
2024-01-07,23.21,Entertainment,Gaming,Movie tickets,Spotify,expense,7
2024-01-07,328.79,Healthcare,Dental,Insurance,Dental Associates,expense,7
2024-01-08,2312.07,Housing,Rent,Rent payment,Wells Fargo,expense,7
2024-01-08,117.79,Transportation,Car Payment,Car payment,Lyft,expense,7
2024-01-10,52.21,Food & Dining,Groceries,Coffee,Whole Foods,expense,7
2024-01-10,65.79,Food & Dining,Restaurants,Lunch,Uber Eats,expense,7
2024-01-11,34.76,ATM Fee,ATM Fee,Sense media.,Mitchell-Taylor,expense,7
2024-01-14,21.55,Food & Dining,Groceries,Coffee,Uber Eats,expense,7
2024-01-14,78.05,Transportation,Gas,Parking fee,Lyft,expense,7
2024-01-15,5643.32,Salary,Salary,Monthly salary payment,Tech Corp,income,7
2024-01-15,19.91,Subscription,Subscription,Woman blood chance.,Mendoza PLC,expense,7
2024-01-17,79.56,Transportation,Parking,Parking fee,Honda Finance,expense,7
2024-01-17,47.8,Subscription,Subscription,Family personal none resource.,Potter and Sons,expense,7
2024-01-19,111.04,Transportation,Parking,Parking fee,Lyft,expense,7
2024-01-19,12.95,Entertainment,Sports,Subscription,Netflix,expense,7
2024-01-20,257.77,Healthcare,Insurance Premium,Doctor visit,CVS Pharmacy,expense,7
2024-01-24,2260.61,Housing,HOA Fees,Property maintenance,Property Manager,expense,7
2024-01-24,91.45,Transportation,Gas,Parking fee,Metro,expense,7
2024-01-24,393.36,Utilities,Phone,Electric bill,Water Company,expense,7
2024-01-24,15.76,Entertainment,Streaming,Movie tickets,Spotify,expense,7
2024-01-25,66.94,Shopping,Books,Online purchase,Best Buy,expense,7
2024-01-29,68.22,Transportation,Parking,Gas fill-up,Chevron,expense,7
2024-02-01,5748.4,Salary,Salary,Monthly salary payment,Finance Inc,income,7
2024-02-05,26.86,ATM Fee,ATM Fee,Father final order believe.,Johnson LLC,expense,7
2024-02-07,24.03,Transportation,Car Payment,Gas fill-up,Shell,expense,7
2024-02-08,2336.88,Housing,HOA Fees,Mortgage payment,Home Depot,expense,7
2024-02-09,39.5,Entertainment,Movies,Subscription,AMC Theaters,expense,7
2024-02-09,37.71,Entertainment,Sports,Movie tickets,Steam,expense,7
2024-02-09,43.52,ATM Fee,ATM Fee,Do walk hundred free old.,Hernandez and Sons,expense,7
2024-02-09,11.19,Other,Other,Firm enjoy area stuff people.,Harvey-Cisneros,expense,7
2024-02-11,299.61,Healthcare,Insurance Premium,Doctor visit,Dental Associates,expense,7
2024-02-12,74.84,Food & Dining,Coffee,Coffee,Starbucks,expense,7
2024-02-12,46.24,Other,Other,Relate door list.,Marsh Inc,expense,7
2024-02-13,17.72,Entertainment,Streaming,Subscription,Spotify,expense,7
2024-02-14,25.63,Food & Dining,Fast Food,Coffee,Chipotle,expense,7
2024-02-14,350.3,Utilities,Electric,Internet bill,Verizon,expense,7
2024-02-14,13.99,Entertainment,Streaming,Movie tickets,Spotify,expense,7
2024-02-14,58.89,Shopping,Electronics,Retail shopping,Target,expense,7
2024-02-15,5759.49,Salary,Salary,Monthly salary payment,Healthcare LLC,income,7
2024-02-16,23.14,Shopping,Books,Personal items,Best Buy,expense,7
2024-02-17,18.49,Other,Other,Father open close develop record.,"Moore, Johnson and Hawkins",expense,7
2024-02-18,23.69,Bank Fee,Bank Fee,Born different administration lose effort.,Haynes Group,expense,7
2024-02-18,47.13,ATM Fee,ATM Fee,Structure during.,"Gamble, Mathews and Johnson",expense,7
2024-02-19,327.54,Utilities,Electric,Electric bill,AT&T,expense,7
2024-02-19,215.67,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,7
2024-02-20,1070.39,Travel,Flights,Hotel stay,Southwest Airlines,expense,7
2024-02-21,2319.21,Housing,HOA Fees,Property maintenance,Home Depot,expense,7
2024-02-21,69.56,Shopping,Home Goods,Personal items,Macys,expense,7
2024-02-23,66.96,Food & Dining,Groceries,Coffee,Whole Foods,expense,7
2024-02-23,49.76,Transportation,Parking,Parking fee,Metro,expense,7
2024-02-23,13.61,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,7
2024-02-23,250.34,Healthcare,Dental,Insurance,Dental Associates,expense,7
2024-02-23,22.48,Subscription,Subscription,Television friend strategy time.,Washington Ltd,expense,7
2024-02-25,44.89,ATM Fee,ATM Fee,Difficult skin.,Jackson Ltd,expense,7
2024-02-26,29.63,Transportation,Car Payment,Gas fill-up,Shell,expense,7
2024-02-26,9.09,Other,Other,Meeting include region yet.,"Lewis, Ruiz and Smith",expense,7
2024-02-29,39.75,Subscription,Subscription,President our.,Tate-Parker,expense,7
2024-03-01,5889.66,Salary,Salary,Monthly salary payment,Healthcare LLC,income,7
2024-03-01,1240.49,Freelance,Freelance,Freelance project payment,Client A,income,7
2024-03-01,29.32,Transportation,Car Payment,Gas fill-up,Chevron,expense,7
2024-03-01,18.58,Entertainment,Sports,Subscription,Netflix,expense,7
2024-03-01,22.59,Entertainment,Streaming,Subscription,Steam,expense,7
2024-03-03,27.81,Shopping,Electronics,Personal items,Best Buy,expense,7
2024-03-04,342.94,Utilities,Gas,Electric bill,AT&T,expense,7
2024-03-06,26.0,Food & Dining,Restaurants,Lunch,Chipotle,expense,7
2024-03-07,280.5,Healthcare,Pharmacy,Prescription,CVS Pharmacy,expense,7
2024-03-09,15.77,Food & Dining,Delivery,Dinner,Starbucks,expense,7
2024-03-09,267.2,Healthcare,Insurance Premium,Prescription,CVS Pharmacy,expense,7
2024-03-11,2464.06,Housing,Property Tax,Rent payment,Property Manager,expense,7
2024-03-11,85.49,Transportation,Car Payment,Parking fee,Honda Finance,expense,7
2024-03-13,2272.88,Housing,HOA Fees,Property maintenance,Home Depot,expense,7
2024-03-14,5.65,Other,Other,Resource key including.,Le Inc,expense,7
2024-03-14,39.36,Other,Other,Make position which even.,Trevino-Thompson,expense,7
2024-03-15,5669.0,Salary,Salary,Monthly salary payment,Tech Corp,income,7
2024-03-15,32.9,Entertainment,Sports,Movie tickets,PlayStation Store,expense,7
2024-03-16,16.18,Shopping,Personal Care,Retail shopping,CVS,expense,7
2024-03-16,28.36,Shopping,Books,Retail shopping,Macys,expense,7
2024-03-17,34.57,Shopping,Electronics,Retail shopping,Walgreens,expense,7
2024-03-17,32.92,ATM Fee,ATM Fee,Write help cold lot.,Barnett Group,expense,7
2024-03-18,14.24,Entertainment,Movies,Concert,Netflix,expense,7
2024-03-19,102.49,Transportation,Parking,Parking fee,Lyft,expense,7
2024-03-19,392.57,Utilities,Phone,Phone bill,Comcast,expense,7
2024-03-19,9.47,Entertainment,Music,Concert,Spotify,expense,7
2024-03-20,10.93,Entertainment,Gaming,Concert,Spotify,expense,7
2024-03-20,9.9,Subscription,Subscription,Budget today.,"Perez, Walker and Rodriguez",expense,7
2024-03-25,2277.73,Housing,Property Tax,Property maintenance,Property Manager,expense,7
2024-03-26,92.05,Transportation,Public Transit,Gas fill-up,Uber,expense,7
2024-03-26,67.09,Shopping,Books,Online purchase,Walgreens,expense,7
2024-03-26,31.29,Other,Other,Outside recently officer collection role.,Jones Inc,expense,7
2024-03-28,276.99,Utilities,Phone,Electric bill,Comcast,expense,7
2024-03-30,47.55,Food & Dining,Delivery,Lunch,Uber Eats,expense,7
2024-03-30,31.31,Bank Fee,Bank Fee,May civil ball effort.,Jones Ltd,expense,7
2024-03-31,17.77,ATM Fee,ATM Fee,Top teacher catch trip.,"Stark, Watkins and Schroeder",expense,7
2024-03-31,34.24,Subscription,Subscription,Common personal dream performance.,Wilson Ltd,expense,7
2024-04-01,6042.25,Salary,Salary,Monthly salary payment,Tech Corp,income,7
2024-04-01,2422.48,Housing,Property Tax,Mortgage payment,Property Manager,expense,7
2024-04-02,236.87,Healthcare,Pharmacy,Insurance,Kaiser Permanente,expense,7
2024-04-03,47.24,Food & Dining,Fast Food,Dinner,McDonalds,expense,7
2024-04-03,28.57,Bank Fee,Bank Fee,Last game name simple.,"Marshall, Collins and Brown",expense,7
2024-04-05,37.32,Food & Dining,Restaurants,Dinner,DoorDash,expense,7
2024-04-05,32.39,Transportation,Gas,Gas fill-up,Uber,expense,7
2024-04-05,41.85,Entertainment,Gaming,Subscription,Netflix,expense,7
2024-04-05,37.5,Entertainment,Gaming,Subscription,AMC Theaters,expense,7
2024-04-06,85.96,Transportation,Car Payment,Car payment,Honda Finance,expense,7
2024-04-07,42.08,Subscription,Subscription,Threat hope.,"Serrano, Hughes and Coleman",expense,7
2024-04-08,58.43,Shopping,Home Goods,Retail shopping,Amazon,expense,7
2024-04-08,27.62,Shopping,Personal Care,Personal items,Amazon,expense,7
2024-04-11,9.73,Entertainment,Music,Concert,AMC Theaters,expense,7
2024-04-11,43.6,Subscription,Subscription,Fire material budget loss.,Rodriguez-Hanson,expense,7
2024-04-12,19.31,Other,Other,Check group already body understand.,"Davis, Jacobs and Peterson",expense,7
2024-04-14,14.55,Shopping,Clothing,Retail shopping,CVS,expense,7
2024-04-14,263.51,Healthcare,Insurance Premium,Insurance,Kaiser Permanente,expense,7
2024-04-14,13.28,Subscription,Subscription,Total kid poor.,Murray PLC,expense,7
2024-04-15,6193.57,Salary,Salary,Monthly salary payment,Finance Inc,income,7
2024-04-15,59.51,Food & Dining,Fast Food,Coffee,Uber Eats,expense,7
2024-04-16,115.28,Transportation,Gas,Car payment,Honda Finance,expense,7
2024-04-16,21.9,ATM Fee,ATM Fee,Wear far point.,"Smith, Jones and Barnes",expense,7
2024-04-18,55.68,Shopping,Electronics,Online purchase,Macys,expense,7
2024-04-18,54.45,Shopping,Books,Retail shopping,Target,expense,7
2024-04-20,34.93,Other,Other,Line minute miss her.,Dean PLC,expense,7
2024-04-21,26.62,Entertainment,Movies,Subscription,Steam,expense,7
2024-04-22,25.02,ATM Fee,ATM Fee,Every order remember.,"Ayala, Hopkins and Estrada",expense,7
2024-04-22,49.75,Other,Other,Television major support.,Rosales Ltd,expense,7
2024-04-23,27.29,Entertainment,Music,Concert,PlayStation Store,expense,7
2024-04-23,19.76,Entertainment,Sports,Concert,Spotify,expense,7
2024-04-23,28.7,Bank Fee,Bank Fee,Success sense film crime worry.,Taylor PLC,expense,7
2024-04-24,2388.54,Housing,Property Tax,Mortgage payment,Wells Fargo,expense,7
2024-04-24,57.56,Transportation,Car Payment,Car payment,Shell,expense,7
2024-04-24,376.94,Utilities,Electric,Internet bill,Comcast,expense,7
2024-04-26,2285.0,Housing,HOA Fees,Rent payment,Bank of America,expense,7
2024-04-26,53.97,Transportation,Parking,Gas fill-up,Lyft,expense,7
2024-04-26,48.77,Other,Other,Down up of student.,Keith Ltd,expense,7
2024-04-27,35.45,Transportation,Parking,Car payment,Honda Finance,expense,7
2024-04-30,41.64,Shopping,Home Goods,Online purchase,CVS,expense,7
2024-04-30,27.26,ATM Fee,ATM Fee,Late big.,Howard and Sons,expense,7
2024-05-01,6141.74,Salary,Salary,Monthly salary payment,Healthcare LLC,income,7
2024-05-01,968.34,Freelance,Freelance,Freelance project payment,Client A,income,7
2024-05-01,41.32,Entertainment,Streaming,Subscription,PlayStation Store,expense,7
2024-05-01,33.42,Shopping,Home Goods,Retail shopping,CVS,expense,7
2024-05-02,44.17,Bank Fee,Bank Fee,Bad be somebody.,"Mckee, Ryan and Hall",expense,7
2024-05-03,114.98,Transportation,Uber/Lyft,Gas fill-up,Metro,expense,7
2024-05-03,328.14,Utilities,Water,Internet bill,AT&T,expense,7
2024-05-03,11.09,Entertainment,Streaming,Movie tickets,Spotify,expense,7
2024-05-03,12.8,ATM Fee,ATM Fee,Assume party degree fund.,Herrera and Sons,expense,7
2024-05-06,35.32,Food & Dining,Groceries,Coffee,Uber Eats,expense,7
2024-05-08,29.03,Bank Fee,Bank Fee,Hundred cost court able summer.,Warren-Walker,expense,7
2024-05-09,7.21,Entertainment,Streaming,Subscription,Spotify,expense,7
2024-05-11,27.09,Transportation,Uber/Lyft,Car payment,Chevron,expense,7
2024-05-13,31.76,Transportation,Gas,Car payment,Lyft,expense,7
2024-05-13,22.79,Shopping,Personal Care,Retail shopping,CVS,expense,7
2024-05-13,58.26,Shopping,Electronics,Online purchase,Macys,expense,7
2024-05-13,180.81,Healthcare,Doctor Visit,Doctor visit,Kaiser Permanente,expense,7
2024-05-13,26.49,ATM Fee,ATM Fee,Question involve.,Thomas-Lucero,expense,7
2024-05-15,6064.79,Salary,Salary,Monthly salary payment,Healthcare LLC,income,7
2024-05-15,61.57,Shopping,Home Goods,Personal items,Target,expense,7
2024-05-15,13.44,Shopping,Home Goods,Online purchase,Best Buy,expense,7
2024-05-16,61.25,Food & Dining,Fast Food,Grocery shopping,Safeway,expense,7
2024-05-16,249.05,Utilities,Internet,Phone bill,PG&E,expense,7
2024-05-17,2318.81,Housing,Property Tax,Rent payment,Home Depot,expense,7
2024-05-17,47.12,ATM Fee,ATM Fee,Kind year local a.,Alvarez-Robinson,expense,7
2024-05-18,92.74,Transportation,Uber/Lyft,Parking fee,Metro,expense,7
2024-05-18,35.65,Shopping,Clothing,Online purchase,Macys,expense,7
2024-05-19,2292.29,Housing,Rent,Property maintenance,Landlord,expense,7
2024-05-19,80.82,Food & Dining,Groceries,Lunch,Whole Foods,expense,7
2024-05-21,24.39,Entertainment,Movies,Movie tickets,Spotify,expense,7
2024-05-21,32.14,ATM Fee,ATM Fee,My idea group term western.,"Poole, Maddox and Mason",expense,7
2024-05-24,36.11,Food & Dining,Coffee,Lunch,Whole Foods,expense,7
2024-05-24,380.74,Utilities,Water,Internet bill,PG&E,expense,7
2024-05-26,43.49,Entertainment,Sports,Subscription,AMC Theaters,expense,7
2024-05-26,43.17,Entertainment,Sports,Concert,PlayStation Store,expense,7
2024-05-26,770.05,Travel,Flights,Hotel stay,Marriott,expense,7
2024-05-26,42.96,Bank Fee,Bank Fee,Community despite both nor return.,"Bowen, Johnson and Grant",expense,7
2024-05-27,29.89,Other,Other,Above decision sort.,Quinn-Gomez,expense,7
2024-05-27,28.16,Subscription,Subscription,Crime but understand.,Thompson-Thompson,expense,7
2024-05-31,43.53,Transportation,Public Transit,Parking fee,Shell,expense,7
2024-06-01,6125.46,Salary,Salary,Monthly salary payment,Finance Inc,income,7
2024-06-01,365.35,Utilities,Phone,Internet bill,PG&E,expense,7
2024-06-02,19.34,Entertainment,Music,Concert,Spotify,expense,7
2024-06-02,47.66,ATM Fee,ATM Fee,Some than.,Watson LLC,expense,7
2024-06-02,42.72,ATM Fee,ATM Fee,Door sometimes deep then.,"Villa, Patterson and Peck",expense,7
2024-06-03,12.74,Bank Fee,Bank Fee,Main field company turn.,Myers-Zavala,expense,7
